,Title,Year,Author,PublicationType,CitationCount,URL
92241,Online shopping drivers and barriers for older adults: Age and gender differences,2014,David C. Yen,['JournalArticle'],416,https://www.semanticscholar.org/paper/645113ec20f406e1e96283cb97af717d6edca27e
92388,"Gender Differences in Lay Knowledge of Type 2 Diabetes Symptoms Among Community-dwelling Caucasian, Latino, Filipino, and Korean Adults - DiLH Survey",2014,M. Bender,"['JournalArticle', 'Review']",11,https://www.semanticscholar.org/paper/c11c24043802e718bf90f3fe000861166df03fe0
92421,"Regional Disparities in Adult Height, Educational Attainment and Gender Difference in Late- Life Cognition: Findings from the Longitudinal Aging Study in India (LASI).",2014,James P. Smith,['JournalArticle'],11,https://www.semanticscholar.org/paper/392fb288fa8584b59a70bf63869ae3809f65b571
92465,Abstract 133: Gender Differences in Heterotopic Ossification,2014,K. Ranganathan,['JournalArticle'],2,https://www.semanticscholar.org/paper/077f0c9bc6be23c3fe498ccbfd1d79507bc7856b
92466,Abstract 133: Gender Differences in Heterotopic Ossification,2014,J. Peterson,['JournalArticle'],2,https://www.semanticscholar.org/paper/077f0c9bc6be23c3fe498ccbfd1d79507bc7856b
92469,Abstract 133: Gender Differences in Heterotopic Ossification,2014,S. Buchman,['JournalArticle'],2,https://www.semanticscholar.org/paper/077f0c9bc6be23c3fe498ccbfd1d79507bc7856b
92470,Abstract 133: Gender Differences in Heterotopic Ossification,2014,P. Cederna,['JournalArticle'],2,https://www.semanticscholar.org/paper/077f0c9bc6be23c3fe498ccbfd1d79507bc7856b
92471,Abstract 133: Gender Differences in Heterotopic Ossification,2014,Stewart C. Wang,['JournalArticle'],2,https://www.semanticscholar.org/paper/077f0c9bc6be23c3fe498ccbfd1d79507bc7856b
92472,Abstract 133: Gender Differences in Heterotopic Ossification,2014,B. Levi,['JournalArticle'],2,https://www.semanticscholar.org/paper/077f0c9bc6be23c3fe498ccbfd1d79507bc7856b
92882,Does Gender Division of Labour Matters for the Differences in Access to Agricultural Extension Services? A Case Study in North West Ethiopia,2014,M. Nohmi,,10,https://www.semanticscholar.org/paper/82e471aa45d5cd856c1d56c4d4305b33fd55a8a9
92883,Does Gender Division of Labour Matters for the Differences in Access to Agricultural Extension Services? A Case Study in North West Ethiopia,2014,K. Yasunobu,,10,https://www.semanticscholar.org/paper/82e471aa45d5cd856c1d56c4d4305b33fd55a8a9
92884,Does Gender Division of Labour Matters for the Differences in Access to Agricultural Extension Services? A Case Study in North West Ethiopia,2014,A. Ishida,,10,https://www.semanticscholar.org/paper/82e471aa45d5cd856c1d56c4d4305b33fd55a8a9
92897,Why are there so few female entrepreneurs? An examination of gender differences in entrepreneurship using Norwegian registry data,2014,A. Raknerud,,6,https://www.semanticscholar.org/paper/b78ad83a315f3492fd5d3e1fdf6a1dd8d402701f
92973,Evaluation of Severity of Malaria Infection and Effect of Anti-malaria Drugs on Gender Differences Using Blood Cell Lines Parameters,2014,J. EsanA.,,6,https://www.semanticscholar.org/paper/01ac5f38a9f95b3484311199049f98b6f2a7654f
92975,Evaluation of Severity of Malaria Infection and Effect of Anti-malaria Drugs on Gender Differences Using Blood Cell Lines Parameters,2014,E. TitilayoO.,,6,https://www.semanticscholar.org/paper/01ac5f38a9f95b3484311199049f98b6f2a7654f
93034,"Bargaining, Sorting and the Gender Wage Gap: The Role of Firms in the Relative Pay of Women",2014,A. Cardoso,,6,https://www.semanticscholar.org/paper/d4ff4db2efb77d5c70ba34d543f3d558951b55e4
93035,"Bargaining, Sorting and the Gender Wage Gap: The Role of Firms in the Relative Pay of Women",2014,Patrick M. Kline,,6,https://www.semanticscholar.org/paper/d4ff4db2efb77d5c70ba34d543f3d558951b55e4
93042,From Stones to Gendered Bodies: Regional Differences in the Production of the Body and Gender on the Copper Age Statue-Menhirs of Northern Italy and the Swiss Valais,2014,S. Harris,,3,https://www.semanticscholar.org/paper/7c7fce51995346edcb47b8ba7ff881d164a2be6d
93106,Gender Difference on Stress Induced by Malaria Parasite Infection and Effect of Anti-malaria Drug on Stress Index,2014,J. EsanA.,,6,https://www.semanticscholar.org/paper/fda84b6b1a5e95783b0f3f86f8c688284196dbf7
93108,Gender Difference on Stress Induced by Malaria Parasite Infection and Effect of Anti-malaria Drug on Stress Index,2014,E. TitilayoO.,,6,https://www.semanticscholar.org/paper/fda84b6b1a5e95783b0f3f86f8c688284196dbf7
93109,Gender Difference on Stress Induced by Malaria Parasite Infection and Effect of Anti-malaria Drug on Stress Index,2014,A. FasakinK.,,6,https://www.semanticscholar.org/paper/fda84b6b1a5e95783b0f3f86f8c688284196dbf7
93134,Gender Differences in the Expression and Cellular Localization of Lipin 1 in the Hearts of Fructose-Fed Rats,2014,S. Romić,['JournalArticle'],6,https://www.semanticscholar.org/paper/6f2eeb496fcfe80b1afe67cbf46b4cd06c0d395e
93135,Gender Differences in the Expression and Cellular Localization of Lipin 1 in the Hearts of Fructose-Fed Rats,2014,S. Tepavčević,['JournalArticle'],6,https://www.semanticscholar.org/paper/6f2eeb496fcfe80b1afe67cbf46b4cd06c0d395e
93137,Gender Differences in the Expression and Cellular Localization of Lipin 1 in the Hearts of Fructose-Fed Rats,2014,T. Milosavljević,['JournalArticle'],6,https://www.semanticscholar.org/paper/6f2eeb496fcfe80b1afe67cbf46b4cd06c0d395e
93138,Gender Differences in the Expression and Cellular Localization of Lipin 1 in the Hearts of Fructose-Fed Rats,2014,M. Kostić,['JournalArticle'],6,https://www.semanticscholar.org/paper/6f2eeb496fcfe80b1afe67cbf46b4cd06c0d395e
93139,Gender Differences in the Expression and Cellular Localization of Lipin 1 in the Hearts of Fructose-Fed Rats,2014,M. Petković,['JournalArticle'],6,https://www.semanticscholar.org/paper/6f2eeb496fcfe80b1afe67cbf46b4cd06c0d395e
93140,Gender Differences in the Expression and Cellular Localization of Lipin 1 in the Hearts of Fructose-Fed Rats,2014,G. Korićanac,['JournalArticle'],6,https://www.semanticscholar.org/paper/6f2eeb496fcfe80b1afe67cbf46b4cd06c0d395e
93178,Gender Differences in the Need to Belong: Different Cognitive Representations of the Same Social Groups,2014,B. Rustin,,4,https://www.semanticscholar.org/paper/fe87783fff53a210bc45d736e76c0190553a1d77
93180,Gender Differences in the Need to Belong: Different Cognitive Representations of the Same Social Groups,2014,R. Foels,,4,https://www.semanticscholar.org/paper/fe87783fff53a210bc45d736e76c0190553a1d77
93181,Gender Differences in the Need to Belong: Different Cognitive Representations of the Same Social Groups,2014,R. Stockton,,4,https://www.semanticscholar.org/paper/fe87783fff53a210bc45d736e76c0190553a1d77
93191,Maintaining Order and Following the Rules: Gender Differences in Punishing Inmate Misconduct,2014,Rebecca S. Trammell,,4,https://www.semanticscholar.org/paper/5477a47fbeefab0d84338c89be9046d92ffb6cc3
93193,Maintaining Order and Following the Rules: Gender Differences in Punishing Inmate Misconduct,2014,Alexandra C. Anderson,,4,https://www.semanticscholar.org/paper/5477a47fbeefab0d84338c89be9046d92ffb6cc3
93254,Gender Differences in Risk Behaviors of Nursing Students at the University of Seville,2014,S. Barrientos-Trigo,['JournalArticle'],4,https://www.semanticscholar.org/paper/ab46a1ce4e98cbf6f3df51872d26ff294264c108
93255,Gender Differences in Risk Behaviors of Nursing Students at the University of Seville,2014,E. Gil-García,['JournalArticle'],4,https://www.semanticscholar.org/paper/ab46a1ce4e98cbf6f3df51872d26ff294264c108
93265,Analysis of gender based differences in auditory evoked potentials among healthy elderly population,2014,K. Singh,['JournalArticle'],4,https://www.semanticscholar.org/paper/5a1d184a41427dc234f8f16e8f35011147765b6d
93303,Why are women paid less than men? An investigation into gender wage gap in Poland,2014,P. Strawiński,,4,https://www.semanticscholar.org/paper/3ba792ad97fdedc3f591f4b06b679e5d6dbb8753
93305,Why are women paid less than men? An investigation into gender wage gap in Poland,2014,A. Skierska,,4,https://www.semanticscholar.org/paper/3ba792ad97fdedc3f591f4b06b679e5d6dbb8753
93323,Gender Differences in Outcomes of Juvenile Court-Involved Youth Following Intensive In-Home Services,2014,C. Bright,,4,https://www.semanticscholar.org/paper/41240630255a40bd72c0b762387a01388953c727
93325,Gender Differences in Outcomes of Juvenile Court-Involved Youth Following Intensive In-Home Services,2014,R. Barth,,4,https://www.semanticscholar.org/paper/41240630255a40bd72c0b762387a01388953c727
93350,Gender differences in cardiac left ventricular mass and function: Clinical and experimental observations.,2014,E. Escudero,['JournalArticle'],4,https://www.semanticscholar.org/paper/250d1f7b9412c4e1c9251a40bc70cc8550bcbac7
93351,Gender differences in cardiac left ventricular mass and function: Clinical and experimental observations.,2014,A. Orlowski,['JournalArticle'],4,https://www.semanticscholar.org/paper/250d1f7b9412c4e1c9251a40bc70cc8550bcbac7
93353,Gender differences in cardiac left ventricular mass and function: Clinical and experimental observations.,2014,O. Pinilla,['JournalArticle'],4,https://www.semanticscholar.org/paper/250d1f7b9412c4e1c9251a40bc70cc8550bcbac7
93354,Gender differences in cardiac left ventricular mass and function: Clinical and experimental observations.,2014,I. Ennis,['JournalArticle'],4,https://www.semanticscholar.org/paper/250d1f7b9412c4e1c9251a40bc70cc8550bcbac7
93355,Gender differences in cardiac left ventricular mass and function: Clinical and experimental observations.,2014,E. A. Aiello,['JournalArticle'],4,https://www.semanticscholar.org/paper/250d1f7b9412c4e1c9251a40bc70cc8550bcbac7
93411,Women’s Mobility and Policies of Gender Difference from Urban Iran to Migrant Mexico,2014,N. Shahrokni,,4,https://www.semanticscholar.org/paper/539618042b72d752d49a614e2c92ebf8ff18eb29
93412,Gender Difference Does not Affect the Outcomes of Eccentric Rotational Acetabular Osteotomy Used in Hip Dysplasia,2014,T. Amano,"['JournalArticle', 'Study']",4,https://www.semanticscholar.org/paper/4b303b342898d18125013a56db8fa225fb4ad95e
93413,Gender Difference Does not Affect the Outcomes of Eccentric Rotational Acetabular Osteotomy Used in Hip Dysplasia,2014,Y. Hasegawa,"['JournalArticle', 'Study']",4,https://www.semanticscholar.org/paper/4b303b342898d18125013a56db8fa225fb4ad95e
93414,Gender Difference Does not Affect the Outcomes of Eccentric Rotational Acetabular Osteotomy Used in Hip Dysplasia,2014,T. Seki,"['JournalArticle', 'Study']",4,https://www.semanticscholar.org/paper/4b303b342898d18125013a56db8fa225fb4ad95e
93416,Gender Difference Does not Affect the Outcomes of Eccentric Rotational Acetabular Osteotomy Used in Hip Dysplasia,2014,T. Iwase,"['JournalArticle', 'Study']",4,https://www.semanticscholar.org/paper/4b303b342898d18125013a56db8fa225fb4ad95e
93503,Analyzing Gender Difference in Leadership Styles and Behaviour of Heads of Schools in Tanzania,2014,T. Bali,,4,https://www.semanticscholar.org/paper/bcf05adeb416d1ac4fa55713987db1abc2a7dadd
93624,Gender Differences in Guidance Needs of Senior Secondary School Adolescents of Imphal District,2014,L. Valentina,,4,https://www.semanticscholar.org/paper/8106369038ef19d01c247d1e87effabfbe328dc9
93725,Do Women Accommodate More Than Men? Gender Differences in Perceived Social Support and Negotiation Behavior by Spanish and Dutch Worker Representatives,2014,F. Medina,,9,https://www.semanticscholar.org/paper/18775367e1412f0c741aef33f4f6c81ff5e6b171
93726,Do Women Accommodate More Than Men? Gender Differences in Perceived Social Support and Negotiation Behavior by Spanish and Dutch Worker Representatives,2014,M. Euwema,,9,https://www.semanticscholar.org/paper/18775367e1412f0c741aef33f4f6c81ff5e6b171
93745,How does the Gendered Organisation of Political Life Make a Difference? Examining an Institution in Formation - Police and Crime Commissioners in England and Wales,2014,F. Gains,,9,https://www.semanticscholar.org/paper/ced61d2d4a95dbb9e32926591a66a24c17cba258
93839,Gender and magnetic resonance imaging classification‐related differences in clinical and biochemical characteristics of Cushing's disease: a single‐centre study,2014,X. Chen,['JournalArticle'],5,https://www.semanticscholar.org/paper/50ae2f85aad73f084cf58f86bdbc130049043593
93840,Gender and magnetic resonance imaging classification‐related differences in clinical and biochemical characteristics of Cushing's disease: a single‐centre study,2014,L. Bian,['JournalArticle'],5,https://www.semanticscholar.org/paper/50ae2f85aad73f084cf58f86bdbc130049043593
93873,Prevalence and gender difference in self-reported depressive symptomatology among Nigerian University students: Implication for depression counselling,2014,M. Abiodun,,5,https://www.semanticscholar.org/paper/ab45c861d36d9e309cc130f76547e6f11d26dcad
93940,Gender differences in marital disruption among patients with cancer: results from the Korean National Health and Nutrition Examination Survey (KNHANES).,2014,J. Choi,"['JournalArticle', 'Review']",5,https://www.semanticscholar.org/paper/9518ebd4ae7cda0c02b7f24c421a659b61f7b5f9
93942,Gender differences in marital disruption among patients with cancer: results from the Korean National Health and Nutrition Examination Survey (KNHANES).,2014,E. Park,"['JournalArticle', 'Review']",5,https://www.semanticscholar.org/paper/9518ebd4ae7cda0c02b7f24c421a659b61f7b5f9
93951,Gender Differences in Job Search Among Young Workers: A Study Using Displaced Workers in the United States,2014,Kenneth R. Troske,['Review'],5,https://www.semanticscholar.org/paper/b1eba2280e419c24840017f6e849fa67597d138b
93983,Gender Differences in Binge Eating Disorder: A Pooled Analysis of Eleven Pharmacotherapy Trials from One Research Group,2014,I. GuerdjikovaAnna,,5,https://www.semanticscholar.org/paper/7f95b6377d4817956be6e176625a26131f596f54
93984,Gender Differences in Binge Eating Disorder: A Pooled Analysis of Eleven Pharmacotherapy Trials from One Research Group,2014,J. BlomThomas,,5,https://www.semanticscholar.org/paper/7f95b6377d4817956be6e176625a26131f596f54
93988,Gender Differences in Binge Eating Disorder: A Pooled Analysis of Eleven Pharmacotherapy Trials from One Research Group,2014,L. McElroySusan,,5,https://www.semanticscholar.org/paper/7f95b6377d4817956be6e176625a26131f596f54
94005,Does gender change things? Analysis of the difference between male and female violent crime for solo and co-offenders,2014,M. VandiverDonna,,5,https://www.semanticscholar.org/paper/45b7f166c9fadb2197f1c0673e3909297ac1ea1e
94144,The Role of Gender Differences in Dementia Caregiver Risk (P3.212),2014,C. Lippa,,2,https://www.semanticscholar.org/paper/a6d97079f19509501edb420aa25a8602fcb6f201
94148,The Role of Gender Differences in Dementia Caregiver Risk (P3.212),2014,E. Gonzalez,,2,https://www.semanticscholar.org/paper/a6d97079f19509501edb420aa25a8602fcb6f201
94157,The Gender-Related Differences of Nutrient Intakes in a Group of Italian Obese Patients Display the Ongoing Transition from Mediterranean to Western Dietary Patterns,2014,G. Ricci,"['JournalArticle', 'Review']",8,https://www.semanticscholar.org/paper/803af5ca011a39c7c99d8cccad049e7f80ec0e36
94158,The Gender-Related Differences of Nutrient Intakes in a Group of Italian Obese Patients Display the Ongoing Transition from Mediterranean to Western Dietary Patterns,2014,E. Canducci,"['JournalArticle', 'Review']",8,https://www.semanticscholar.org/paper/803af5ca011a39c7c99d8cccad049e7f80ec0e36
94159,The Gender-Related Differences of Nutrient Intakes in a Group of Italian Obese Patients Display the Ongoing Transition from Mediterranean to Western Dietary Patterns,2014,A. Guida,"['JournalArticle', 'Review']",8,https://www.semanticscholar.org/paper/803af5ca011a39c7c99d8cccad049e7f80ec0e36
94160,The Gender-Related Differences of Nutrient Intakes in a Group of Italian Obese Patients Display the Ongoing Transition from Mediterranean to Western Dietary Patterns,2014,A. Frascari,"['JournalArticle', 'Review']",8,https://www.semanticscholar.org/paper/803af5ca011a39c7c99d8cccad049e7f80ec0e36
94161,The Gender-Related Differences of Nutrient Intakes in a Group of Italian Obese Patients Display the Ongoing Transition from Mediterranean to Western Dietary Patterns,2014,A. Rossi,"['JournalArticle', 'Review']",8,https://www.semanticscholar.org/paper/803af5ca011a39c7c99d8cccad049e7f80ec0e36
94162,The Gender-Related Differences of Nutrient Intakes in a Group of Italian Obese Patients Display the Ongoing Transition from Mediterranean to Western Dietary Patterns,2014,G. Bersani,"['JournalArticle', 'Review']",8,https://www.semanticscholar.org/paper/803af5ca011a39c7c99d8cccad049e7f80ec0e36
94164,The Gender-Related Differences of Nutrient Intakes in a Group of Italian Obese Patients Display the Ongoing Transition from Mediterranean to Western Dietary Patterns,2014,V. Alvisi,"['JournalArticle', 'Review']",8,https://www.semanticscholar.org/paper/803af5ca011a39c7c99d8cccad049e7f80ec0e36
94204,Gender Differences in the Association of Hazardous Alcohol Use with Hypertension in an Urban Cohort of People Living with HIV in South Florida,2014,M. Míguez-Burbano,['JournalArticle'],8,https://www.semanticscholar.org/paper/772e6472a1e69b2671dce9134172bfd047978737
94206,Gender Differences in the Association of Hazardous Alcohol Use with Hypertension in an Urban Cohort of People Living with HIV in South Florida,2014,J. Lewis,['JournalArticle'],8,https://www.semanticscholar.org/paper/772e6472a1e69b2671dce9134172bfd047978737
94208,Gender Differences in the Association of Hazardous Alcohol Use with Hypertension in an Urban Cohort of People Living with HIV in South Florida,2014,R. Cook,['JournalArticle'],8,https://www.semanticscholar.org/paper/772e6472a1e69b2671dce9134172bfd047978737
94209,Gender Differences in the Association of Hazardous Alcohol Use with Hypertension in an Urban Cohort of People Living with HIV in South Florida,2014,Allison B. Trainor,['JournalArticle'],8,https://www.semanticscholar.org/paper/772e6472a1e69b2671dce9134172bfd047978737
94211,Gender Differences in the Association of Hazardous Alcohol Use with Hypertension in an Urban Cohort of People Living with HIV in South Florida,2014,D. Asthana,['JournalArticle'],8,https://www.semanticscholar.org/paper/772e6472a1e69b2671dce9134172bfd047978737
94332,Gender Differences in Time Spent on Parenting and Domestic Responsibilities,2014,D. Rifkin,['LettersAndComments'],2,https://www.semanticscholar.org/paper/22845a8f71f0f887fd6cdf9328db7d4fc3ebadc8
94333,Gender Differences in Time Spent on Parenting and Domestic Responsibilities,2014,N. Bansal,['LettersAndComments'],2,https://www.semanticscholar.org/paper/22845a8f71f0f887fd6cdf9328db7d4fc3ebadc8
94334,Gender Differences in Time Spent on Parenting and Domestic Responsibilities,2014,E. Choo,['LettersAndComments'],2,https://www.semanticscholar.org/paper/22845a8f71f0f887fd6cdf9328db7d4fc3ebadc8
94416,Gender differences in stress and academic performance in medical students,2014,A. Sindhuja,,2,https://www.semanticscholar.org/paper/59b635ccb4ce5b1d7a4b9db528798e5778cdfcb1
94418,Gender differences in stress and academic performance in medical students,2014,R. Kisan,,2,https://www.semanticscholar.org/paper/59b635ccb4ce5b1d7a4b9db528798e5778cdfcb1
94419,Gender differences in stress and academic performance in medical students,2014,D. Deshpande,,2,https://www.semanticscholar.org/paper/59b635ccb4ce5b1d7a4b9db528798e5778cdfcb1
94461,"The Effect of an Intervention to Break the Gender Bias Habit for Faculty at One Institution: A Cluster Randomized, Controlled Trial",2015,M. Carnes,"['JournalArticle', 'Review']",370,https://www.semanticscholar.org/paper/a90a68b184abdfd00871a98f5e195607f589d1c4
94462,"The Effect of an Intervention to Break the Gender Bias Habit for Faculty at One Institution: A Cluster Randomized, Controlled Trial",2015,P. Devine,"['JournalArticle', 'Review']",370,https://www.semanticscholar.org/paper/a90a68b184abdfd00871a98f5e195607f589d1c4
94466,"The Effect of an Intervention to Break the Gender Bias Habit for Faculty at One Institution: A Cluster Randomized, Controlled Trial",2015,Cecilia E. Ford,"['JournalArticle', 'Review']",370,https://www.semanticscholar.org/paper/a90a68b184abdfd00871a98f5e195607f589d1c4
94467,"The Effect of an Intervention to Break the Gender Bias Habit for Faculty at One Institution: A Cluster Randomized, Controlled Trial",2015,Patrick S. Forscher,"['JournalArticle', 'Review']",370,https://www.semanticscholar.org/paper/a90a68b184abdfd00871a98f5e195607f589d1c4
94468,"The Effect of an Intervention to Break the Gender Bias Habit for Faculty at One Institution: A Cluster Randomized, Controlled Trial",2015,C. Isaac,"['JournalArticle', 'Review']",370,https://www.semanticscholar.org/paper/a90a68b184abdfd00871a98f5e195607f589d1c4
94469,"The Effect of an Intervention to Break the Gender Bias Habit for Faculty at One Institution: A Cluster Randomized, Controlled Trial",2015,A. Kaatz,"['JournalArticle', 'Review']",370,https://www.semanticscholar.org/paper/a90a68b184abdfd00871a98f5e195607f589d1c4
94471,"The Effect of an Intervention to Break the Gender Bias Habit for Faculty at One Institution: A Cluster Randomized, Controlled Trial",2015,M. Palta,"['JournalArticle', 'Review']",370,https://www.semanticscholar.org/paper/a90a68b184abdfd00871a98f5e195607f589d1c4
94472,"The Effect of an Intervention to Break the Gender Bias Habit for Faculty at One Institution: A Cluster Randomized, Controlled Trial",2015,J. Sheridan,"['JournalArticle', 'Review']",370,https://www.semanticscholar.org/paper/a90a68b184abdfd00871a98f5e195607f589d1c4
94474,"First Women, Second Sex: Gender Bias in Wikipedia",2015,M. Lalmas,"['Book', 'JournalArticle']",93,https://www.semanticscholar.org/paper/3953425803c326a44bbb2da9e6a21812036557d3
94475,"First Women, Second Sex: Gender Bias in Wikipedia",2015,F. Menczer,"['Book', 'JournalArticle']",93,https://www.semanticscholar.org/paper/3953425803c326a44bbb2da9e6a21812036557d3
94482,Enduring Gender Bias in Reporting on Political Elite Positions,2015,M. Hooghe,['JournalArticle'],40,https://www.semanticscholar.org/paper/f787c259c042e52230afa051701845aed2032fe7
94491,A Gender Bias in the Attribution of Creativity,2015,Aaron C. Kay,['JournalArticle'],145,https://www.semanticscholar.org/paper/5731379ba0321f9c3e7896adabf9175bd604b858
94492,A Gender Bias in the Attribution of Creativity,2015,C. Koval,['JournalArticle'],145,https://www.semanticscholar.org/paper/5731379ba0321f9c3e7896adabf9175bd604b858
94498,Is there a gender bias in recommendations for further rehabilitation in primary care of patients with chronic pain after an interdisciplinary team assessment?,2015,B. Stålnacke,['JournalArticle'],33,https://www.semanticscholar.org/paper/76045e91019069127948c6d367cb5ac27c0cc56b
94499,Is there a gender bias in recommendations for further rehabilitation in primary care of patients with chronic pain after an interdisciplinary team assessment?,2015,I. Haukenes,['JournalArticle'],33,https://www.semanticscholar.org/paper/76045e91019069127948c6d367cb5ac27c0cc56b
94500,Is there a gender bias in recommendations for further rehabilitation in primary care of patients with chronic pain after an interdisciplinary team assessment?,2015,A. Lehti,['JournalArticle'],33,https://www.semanticscholar.org/paper/76045e91019069127948c6d367cb5ac27c0cc56b
94502,Is there a gender bias in recommendations for further rehabilitation in primary care of patients with chronic pain after an interdisciplinary team assessment?,2015,M. Wiklund,['JournalArticle'],33,https://www.semanticscholar.org/paper/76045e91019069127948c6d367cb5ac27c0cc56b
94503,Is there a gender bias in recommendations for further rehabilitation in primary care of patients with chronic pain after an interdisciplinary team assessment?,2015,A. Hammarström,['JournalArticle'],33,https://www.semanticscholar.org/paper/76045e91019069127948c6d367cb5ac27c0cc56b
94504,FOXP3+ Treg Cells and Gender Bias in Autoimmune Diseases,2015,J. Nie,"['Review', 'JournalArticle']",92,https://www.semanticscholar.org/paper/45d20459d0c6a7718a499d9df0bd563280b521c3
94506,FOXP3+ Treg Cells and Gender Bias in Autoimmune Diseases,2015,S. Zheng,"['Review', 'JournalArticle']",92,https://www.semanticscholar.org/paper/45d20459d0c6a7718a499d9df0bd563280b521c3
94507,FOXP3+ Treg Cells and Gender Bias in Autoimmune Diseases,2015,A. Tsun,"['Review', 'JournalArticle']",92,https://www.semanticscholar.org/paper/45d20459d0c6a7718a499d9df0bd563280b521c3
94509,"The generalizability of gender bias: Testing the effects of contextual, explicit, and implicit sexism on labor arbitration decisions.",2015,E. Girvan,['JournalArticle'],21,https://www.semanticscholar.org/paper/5f21411df67c58e6bdf090e52049854544501100
94511,"The generalizability of gender bias: Testing the effects of contextual, explicit, and implicit sexism on labor arbitration decisions.",2015,E. Borgida,['JournalArticle'],21,https://www.semanticscholar.org/paper/5f21411df67c58e6bdf090e52049854544501100
94516,Measuring Gender Bias in News Images,2015,N. Cristianini,"['Book', 'JournalArticle', 'Conference']",14,https://www.semanticscholar.org/paper/351158e4481e3197bd63acdafd73a5df8336143b
94518,Students' gender bias in teaching evaluations,2015,Stacy L. Carter,,11,https://www.semanticscholar.org/paper/0135197e01602580df41d9a132a578fc76a49e0c
94521,Evidence of fast and automatic gender bias in affective priming,2015,P. Niedenthal,,7,https://www.semanticscholar.org/paper/ad3b7601c949995c19f3ae666a82506b3ec2eeee
94522,Evidence of fast and automatic gender bias in affective priming,2015,M. Mermillod,,7,https://www.semanticscholar.org/paper/ad3b7601c949995c19f3ae666a82506b3ec2eeee
94525,Finnish Teachers Exploring Gender Bias in School Textbooks,2015,L. Tainio,,5,https://www.semanticscholar.org/paper/d9134e30738629cf4b74bf41b6e8e5c221e15fd5
94529,How to Cope with Second-Generation Gender Bias in Male-Dominated Occupations,2015,T. Albayrak,,6,https://www.semanticscholar.org/paper/8cd4050e8e1850c025ecdda1cf24216715688e0d
94530,Altmetric gender bias? - An exploratory study,2015,J. Bar-Ilan,,5,https://www.semanticscholar.org/paper/c653eb00d01841a9642ef49973bc5e0a6a6ee130
94533,Gender Bias in the Purchase of STEM-Related Toys (Fundamental),2015,M. Cardella,,4,https://www.semanticscholar.org/paper/d08efdbd2014f54845a725c2d91735d33a09b4cd
94534,Student evaluations of team members: Is there gender bias?,2015,Joyce B. Main,"['JournalArticle', 'Conference', 'Review']",4,https://www.semanticscholar.org/paper/017af60234093e37848046f44c82e246bab5121d
94541,Presumed incompetent: perceived lack of fit and gender bias in recruitment and selection,2015,M. Heilman,,37,https://www.semanticscholar.org/paper/e62a29ead49de2256da7cd637bfb67c70a93b697
94543,Presumed incompetent: perceived lack of fit and gender bias in recruitment and selection,2015,S. Braun,,37,https://www.semanticscholar.org/paper/e62a29ead49de2256da7cd637bfb67c70a93b697
94572,Collegiate Competition and the Propensity for Gender Bias,2015,Deborah H. Lester,,0,https://www.semanticscholar.org/paper/f7876e2028574f0d1ca866fd32f8113319b2a27d
94573,Collegiate Competition and the Propensity for Gender Bias,2015,A. L. Borders,,0,https://www.semanticscholar.org/paper/f7876e2028574f0d1ca866fd32f8113319b2a27d
94574,Collegiate Competition and the Propensity for Gender Bias,2015,T. Loe,,0,https://www.semanticscholar.org/paper/f7876e2028574f0d1ca866fd32f8113319b2a27d
94581,Did Gender-Bias Matter in the Quantity-Quality Trade-off in 19th Century France?,2015,C. Diebolt,,11,https://www.semanticscholar.org/paper/c75879dfe767c7019a575e3c81edaba0bfb1a7ac
94582,Did Gender-Bias Matter in the Quantity-Quality Trade-off in 19th Century France?,2015,T. Mishra,,11,https://www.semanticscholar.org/paper/c75879dfe767c7019a575e3c81edaba0bfb1a7ac
94590,Gender Bias in the Media: The Case of Iceland,2015,Þorgerður J. Einarsdóttir,,5,https://www.semanticscholar.org/paper/c506a7565e2caa43d406d4c8a3f1fc54c5b2b244
94597,A meta-analysis of gender stereotypes and bias in experimental simulations of employment decision making.,2015,P. Sackett,"['MetaAnalysis', 'JournalArticle']",336,https://www.semanticscholar.org/paper/56cd26fd891605e5572ae8aa88a0a10e5bc38fb1
94602,Gender bias in academic recruitment,2015,G. Abramo,,0,https://www.semanticscholar.org/paper/c4869954b9459f0d0bef52c88fda3fce1ce4ab8c
94605,"Cultural Anthropology through the Lens of Wikipedia: Historical Leader Networks, Gender Bias, and News-based Sentiment",2015,P. Gloor,['JournalArticle'],4,https://www.semanticscholar.org/paper/36e4924d77ff9cf720808ac2cfd5ede515100b0e
94606,"Cultural Anthropology through the Lens of Wikipedia: Historical Leader Networks, Gender Bias, and News-based Sentiment",2015,J. Marcos,['JournalArticle'],4,https://www.semanticscholar.org/paper/36e4924d77ff9cf720808ac2cfd5ede515100b0e
94607,"Cultural Anthropology through the Lens of Wikipedia: Historical Leader Networks, Gender Bias, and News-based Sentiment",2015,P. D. Boer,['JournalArticle'],4,https://www.semanticscholar.org/paper/36e4924d77ff9cf720808ac2cfd5ede515100b0e
94617,Sesgo de género en medicina: concepto y estado de la cuestión Gender bias in medicine: concept and state of the art,2015,M. Mora-Giral,,3,https://www.semanticscholar.org/paper/a203ded4c6aa9b9a3b5a9ff3199ac1518b8b3404
94618,Sesgo de género en medicina: concepto y estado de la cuestión Gender bias in medicine: concept and state of the art,2015,R. M. Raich-Escursell,,3,https://www.semanticscholar.org/paper/a203ded4c6aa9b9a3b5a9ff3199ac1518b8b3404
